
Jm={ 	[2,1],8,8,1,[2,10,],[9,2],[7,4,3,1],[5,1],9,4,2,[7,9,4,8,6],0,0;
	 8,[5,4],[2,1],[5,8],[2,3,],[1,5,10,6],[6,8,7,2],[5,1],[7,4,3,1],1,[1,3,7,4],4,[3,5,7,9],0;
	 [6,8,7,2],[5,8],[2,10],[2,1],[7,9,4,8,6],4,[5,1],1,[5,4],[2,3],3,0,0,0;
	 [1,5,10,6],[5,1],[4,8,9,1],8,4,8,[1,3,7,4],[10,8,5,2],3,[7,4,3,1],1,0,0,0;
	 8,4,5,[10,8,5,2],[1,3,7,4],[2,10],[6,8,7,2],8,[5,4],[2,7,10,5],[7,9,4,8,6],[5,8],[1,5,10,6],[5,1];
	 [2,7,10,5],[2,10],1,3,5,[7,9,4,8,6],8,8,2,[6,8,7,2],[4,8,9,1],0,0,0;
	 8,8,[5,8],4,1,[2,7,10,5],2,[5,4],[7,9,4,8,6,],[4,8,9,1],[2,1,8,6,10],[6,8,7,2],[1,3,7,4],[2,10];
	 1,[10,8,5,2],5,[7,4,3,1],9,[2,7,10,5],[6,8,7,2],2,[2,1,8,6,10],[7,9,4,8,6],[2,1],[1,3,7,4],[5,4],0;
	 8,2,1,4,[5,4],[7,4,3,1],[2,1,8,6,10],9,[9,2],[2,1],[5,8],0,0,0;
	 4,[4,8,9,1],3,[2,7,10,5],9,[7,9,4,8,6],[5,4],[1,3,7,4],[2,1],[2,3],[1,5,10,6],1,0,0;
	 9,5,[2,1,8,6,10],4,[4,8,9,1],[5,8],[7,4,3,1],3,1,[1,3,7,4],0,0,0,0;
	 [10,8,5,2],[4,8,9,1],4,[9,2],[6,8,7,2],[7,4,3,1],2,8,[7,9,4,8,6],[5,4],[2,10],0,0,0;
	 2,3,[9,2],5,[2,7,10,5],[1,3,7,4],[2,1],8,[5,1],1,[7,4,3,1],0,0,0;
	 [3,5,7,9],1,[2,10],[2,1,],[6,8,7,2,],[4,8,9,1],4,[1,3,7,4],[7,4,3,1,],[2,3],0,0,0,0;
	 1,[4,8,9,1],[2,7,10,5],[2,1,8,6,10],[5,4],[9,2],2,[10,8,5,2],4,[2,3],[2,1],[6,8,7,2],0,0;
	 8,[4,8,9,1],3,[9,2],8,[6,8,7,2],[7,4,3,1],[2,7,10,5],[1,5,10,6],[2,1],4,[3,5,7,9],[5,1],[10,8,5,2];
	 [2,1,8,6,10],9,[7,4,3,1],8,[10,8,5,2],[5,4],1,[6,8,7,2],[2,1],[2,10],[1,3,7,4],3,[5,1],0;
	 [2,1,8,6,10],[7,9,4,8,6],[5,4],[10,8,5,2],3,[3,5,7,9],9,[2,1],[2,7,10,5],8,[1,5,10,6],0,0,0;
	 3,[2,1],[7,4,3,1],[2,10],[2,3],[4,8,9,1],[1,3,7,4],[2,7,10,5,],[10,8,5,2],[5,8],2,[6,8,7,2],5,0;
	 [1,3,7,4],[2,7,10,5],[6,8,7,2],3,[5,4,],[4,8,9,1],5,1,8,[9,2],[2,1,8,6,10],[2,3],[2,10],0};




T={	[10,11],17,14,10,[16,18],[6,12],[9,11,10,16],[19,7],11,16,5,[9,9,6,14,16],0,0;
	17,[6,11],[10,11],[9,8],[16,11],[8,14,15,12],[10,15,5,8],[19,7],[9,11,10,16],10,[16,11,17,7],16,[11,8,11,17],0;
	[10,15,5,8],[9,8],[16,18],[10,11],[9,9,6,14,16],16,[19,7],10,[6,11],[16,11],14,0,0,0;
	[8,14,15,12],[19,7],[11,16,15,6],14,16,17,[16,11,17,7],[6,13,5,8],14,[9,11,10,16],10,0,0,0;
	17,16,9,[6,13,5,8],[16,11,17,7],[16,18],[10,15,5,8],14,[6,11],[5,13,10,11],[9,9,6,14,16],[9,8],[8,14,15,12],[19,7];
	[5,13,10,11],[16,18],10,14,9,[9,9,6,14,16],17,14,5,[10,15,5,8],[11,16,15,6],0,0,0;
	14,17,[9,8],16,10,[5,13,10,11],5,[6,11],[9,9,6,14,16],[11,16,15,6],[8,19,13,14,18],[10,15,5,8],[16,11,17,7],[16,18];
	10,[6,13,5,8],9,[9,11,10,16],11,[5,13,10,11],[10,15,5,8],5,[8,19,13,14,18],[9,9,6,14,16],[10,11],[16,11,17,7],[6,11],0;
	17,5,10,16,[6,11],[9,11,10,16],[8,19,13,14,18],11,[6,12],[10,11],[9,8],0,0,0;
	16,[11,16,15,6],14,[5,13,10,11],11,[9,9,6,14,16],[6,11],[16,11,17,7],[10,11],[16,11],[8,14,15,12],10,0,0;
	11,9,[8,19,13,14,18],16,[11,16,15,6],[9,8],[9,11,10,16],14,10,[16,11,17,7],0,0,0,0;
	[6,13,5,8],[11,16,15,6],16,[6,12],[10,15,5,8],[9,11,10,16],5,14,[9,9,6,14,16],[6,11],[16,18],0,0,0;
	5,14,[6,12],9,[5,13,10,11],[16,11,17,7],[10,11],17,[19,7],10,[9,11,10,16],0,0,0;
	[11,8,11,17],10,[16,18],[10,11],[10,15,5,8],[11,16,15,6],16,[16,11,17,7],[9,11,10,16],[16,11],0,0,0,0;
	10,[11,16,15,6],[5,13,10,11],[8,19,13,14,18],[6,11],[6,12],5,[6,13,5,8],16,[16,11],[10,11],[10,15,5,8],0,0;
	17,[11,16,15,6],14,[6,12],14,[10,15,5,8],[9,11,10,16],[5,13,10,11],[8,14,15,12],[10,11],16,[11,8,11,17],[19,7],[6,13,5,8];
	[8,19,13,14,18],11,[9,11,10,16],17,[6,13,5,8],[6,11],10,[10,15,5,8],[10,11],[16,18],[16,11,17,7],14,[19,7],0;
	[8,19,13,14,18],[9,9,6,14,16],[6,11],[6,13,5,8],14,[11,8,11,17],11,[10,11],[5,13,10,11],14,[8,14,15,12],0,0,0;
	14,[10,11],[9,11,10,16],[16,18],[16,11],[11,16,15,6],[16,11,17,7],[5,13,10,11],[6,13,5,8],[9,8],5,[10,15,5,8],9,0;
	[16,11,17,7],[5,13,10,11],[10,15,5,8],14,[6,11],[11,16,15,6],9,10,17,[6,12],[8,19,13,14,18],[16,11],[16,18],0};

